NomeBanco,CodInst,AnoMes,DataRef,Ano,Trimestre,AnoTri,"Ajuste a Valor Justo e Ajuste de Hedge de Valor Justo de Aplicações Interfinanceiras de Liquidez 
Banco Original,92894922,202009,2020-09-01,2020,3,2020Q3,,,,,,,,,,,-176802225.92,,-15355505.31,,-95956498.61,,,-251679988.43,,-151937778.21,0.0,-80189012.23,,-11206182.89,,0.0,,-10326354.24,,-98218254.52,,,131712337.98,-208654920.12,,,,,,,-3988201.84,,,,,465672606.12,0.0,,,-6167870.41999984,116837084.29,0.0,353302653.65,,,39871181.95,10065091.36,,,-469667.08,5337697.56999999,,4868030.48999999,,,,,,,,,,,,213992617.69,,1700738.6,0.0,-19738533.43,,-3785711.61000001,
Banco Original,92894922,202012,2020-12-01,2020,4,2020Q4,,,,,,,,,,,-360528747.72,,-30705729.21,,-226172795.44,,,-265956130.24,,-7860748.1,0.0,-160188385.44,,-3667237.23,,0.0,,-28533907.1900005,,-173279542.05,,,192559697.23,-469797846.66,,,,,,,0.0,,,,,711179335.26,0.0,,,-2956270.09000015,214009886.8,0.0,500125718.55,,,82767509.2,18599229.09,,,-292028.32,-24574641.6400005,,-24866669.9600005,,,,,,,,,,,,445223205.02,,0.0,-4484060.92,-39021877.76,,-27438525.78,
Banco Original,92894922,202103,2021-03-01,2021,1,2021Q1,,,,,,,,,,,-200059743.22,,-18855206.9,,-61191061.65,,,-311503020.95,,-192830994.72,0.0,-84534277.75,,-30016339.8,,0.0,,26378315.51,,-13936493.64,,,117492379.48,-172376953.49,,,,,,,-12014953.32,,,,,473157679.11,0.0,,,31489686.79,60438860.3600001,0.0,377096216.46,,,37006759.63,11696341.55,,,79131903.96,-10722295.33,,68409608.63,,,,,,,,,,,,161654658.16,,4132915.5,0.0,-21186712.64,,-57480964.58,
Banco Original,92894922,202106,2021-06-01,2021,2,2021Q2,,,,,,,,,,,-438276765.81,,-48188976.18,,-205278454.27,,,-323682295.45,,-3388709.34,0.0,-166598311.89,,-52787958.67,,0.0,,66051790.9700005,,-103848634.45,,,333175961.15,-328029773.15,,,,,,,-12393777.74,,,,,699625374.060001,0.0,,,-18110215.9700003,118859752.330001,0.0,598875837.7,,,97987633.22,27720466.81,,,83320221.92,47913305.4600005,,131233527.380001,,,,,,,,,,,,375943078.61,,0.0,-1606178.53,-30001146.0,,-113408953.31,
Banco Original,92894922,202109,2021-09-01,2021,3,2021Q3,,,,,,,,,,,-242650660.03,,-31013140.1,,-222794274.77,,,-591788650.7,,-175300651.72,0.0,-90626418.38,,19132836.5,,0.0,,7049264.64000024,,-42474407.82,,,76459508.4,-226611470.77,,,,,,,-1321116.0,,,,,796595387.1,0.0,,,11934837.98,124391562.78,0.0,641264440.5,,,88935972.27,19821412.71,,,11042278.51,-21804734.3699998,,-10762455.8599998,,,,,,,,,,,,204806736.4,,19004545.84,0.0,-5063737.82,,-193693724.21,
Banco Original,92894922,202112,2021-12-01,2021,4,2021Q4,,,,,,,,,,,-479128052.82,,-56623310.74,,-582383132.0,,,-1268581210.22,,-227386896.63,0.0,-184135645.57,,23391571.81,,0.0,,12940880.6400001,,-124582318.5,,,160337554.95,-457965538.5,,,,,,,-8746321.0,,,,,1707592019.11,0.0,,,30239431.4699998,301948874.41,0.0,1350810874.41,,,189389175.14,44410600.87,,,17250359.44,-18954729.6099999,,-1704370.1699999,,,,,,,,,,,,439010808.89,,24592838.82,0.0,-7633541.83,,-458811181.59,
Banco Original,92894922,202203,2022-03-01,2022,1,2022Q1,,,,,,,,,,,-245765242.74,,-45599201.17,,-426697863.93,,,-1002259728.76,,-439343.53,0.0,-98713686.92,,117631305.07,,0.0,,-119251223.67,,-119250527.86,,,72023861.26,-293228916.8,,,,,,,-41527842.76,,,,,1100045488.09,0.0,,,-22757515.6600001,222375575.49,0.0,898749984.38,,,118785855.21,29104874.86,,,88471.49,-195443157.47,,-195354685.98,,,,,,,,,,,,97785759.3300004,,1677443.88,0.0,-3814849.44,,-575122521.3,
Banco Original,92894922,202206,2022-06-01,2022,2,2022Q2,,,,,,,,,,,-474979888.29,,-94973899.09,,-991565532.98,,,-2761951206.76,,-9133385.82,0.0,-201789882.19,,456715632.75,,0.0,,-544705526.880001,,-216766698.12,,,66334118.91,-639612524.17,,,,,,,-43148842.76,,,,,2440036971.36,0.0,,,78839107.0,460178204.5,0.0,1898486458.65,,,227012955.35,60623945.57,,,3254442.7,-961526759.570001,,-958272316.870001,,,,,,,,,,,,-321914235.400001,,2533201.21,0.0,-5073176.31,,-1761252287.96,
Banco Original,92894922,202209,2022-09-01,2022,3,2022Q3,,,,,,,,,,,-229448080.99,,-34874845.72,,-636001613.24,,,-1738011644.84,,-11855721.67,0.0,-104642839.76,,303368514.17,,0.0,,-381803761.46,,-39799107.2399997,,,17137772.33,-235022738.65,,,,,,,-810500.01,,,,,1278220910.42,0.0,,,83825073.54,206500209.95,0.0,982881207.57,,,125169454.67,32272768.21,,,10451697.45,-694813473.07,,-684361775.62,,,,,,,,,,,,-459790734.42,,5014419.36,0.0,-837860.15,,-1090154309.93,
Banco Original,92894922,202212,2022-12-01,2022,4,2022Q4,,,,,,,,,,,-554594601.62,,-63546383.17,,-1063378040.12,,,-3585345532.37,,-27394194.05,0.0,-209570566.79,,899660449.78,,0.0,,-1115576579.25,,-138206678.02,,,36646169.07,-629419478.4,,,,,,,-1621000.02,,,,,2190112198.04,0.0,,,-27053166.2000003,337776399.99,0.0,1876136697.15,,,232692438.74,67660493.76,,,11036783.72,-2024652812.73,,-2013616029.01,,,,,,,,,,,,-1395233334.33,,3252267.1,0.0,-500350.37,,-2494573298.2,
Banco Original,92894922,202303,2023-03-01,2023,1,2023Q1,,,,,,,,,,,-437378798.99,,-30151239.67,,-611030050.47,,,-1781432233.97,,-10433741.4,0.0,-93587080.59,,666803987.94,,0.0,,-819072821.570001,,-433417504.22,,,26947869.06,-830469477.11,,,,,,,-22579453.86,,,,,1146952894.41,0.0,,,51712626.03,314907472.73,0.0,779753381.82,,,105415139.65,33205139.65,,,1651461.02,-1464948816.67,,-1463297355.65,,,,,,,,,,,,-634479339.56,,579413.829999999,0.0,-1503002.0,,-1159968442.1,
Banco Original,92894922,202306,2023-06-01,2023,2,2023Q2,,,,,,,,,,,-931306896.0,,-86943490.04,,-1472110817.26,,,-3416213893.57,,-41627882.18,0.0,-182495053.88,,618286759.61,,0.0,,-748831927.02,,-116933575.77,,,100691843.03,-966606499.4,,,,,,,-43410630.91,,,,,3055973772.13,0.0,,,419167648.83,1287346858.51,0.0,1347653639.65,,,190619810.04,60541792.86,,,3138565.12,-1326846620.84,,-1323708055.72,,,,,,,,,,,,-360240121.44,,1805625.14,0.0,-780929.64,,-1902475194.13,
Banco Original,92894922,202309,2023-09-01,2023,3,2023Q3,,,,,,,,,,,-237329016.29,,-22797121.3,,-537871932.14,,,-1120202113.67,,-30108105.14,0.0,-79746147.25,,220150709.07,,0.0,,-276941194.0,,-90746333.8999998,,,8578555.88,-316453185.66,,,,,,,-10536301.11,,,,,948243804.03,0.0,,,28711884.98,165071611.85,0.0,752850125.26,,,81034784.46,10529300.87,,,1855893.34,-488411495.3,,-486555601.96,,,,,,,,,,,,-171958309.64,,1610181.94,0.0,14022791.87,,-552222076.39,
Banco Original,92894922,202312,2023-12-01,2023,4,2023Q4,,,,,,,,,,,-624184997.77,,-40838953.0,,-1160302605.54,,,-2481986534.0,,-43918544.53,0.0,-154286271.09,,570831163.47,,0.0,,-751279513.549999,,-186242972.9,,,13523133.02,-776424596.63,,,,,,,-22733951.0,,,,,1958373255.03,0.0,,,116506977.3,342012591.81,0.0,1496904381.17,,,172198750.28,17540669.55,,,661149.58,-1300037875.6,,-1299376726.02,,,,,,,,,,,,-523613278.969999,,2949304.75,0.0,25866045.28,,-1277765383.93,
Banco Original,92894922,202403,2024-03-01,2024,1,2024Q1,,,,,,,,,,,-143554074.79,,-19690706.71,,-516620642.11,,,-560002855.96,,-36484309.28,0.0,-49276443.77,,-129953329.18,,0.0,,143751786.16,,-45341694.14,,,52518764.8,-137968564.17,,,,,,,0.0,,,,,970486737.06,0.0,,,40874793.1600001,393653979.24,0.0,535903450.18,,,45071275.88,5420772.71,,,1189798.41,272515316.93,,273705115.34,,,,,,,,,,,,410483881.1,,54514.4800000004,0.0,16883541.85,,-6897904.57,
Banco Original,92894922,202406,2024-06-01,2024,2,2024Q2,,,,,,,,,,,-271289093.14,,-33442657.36,,-1060764743.44,,,-1242926449.12,,-71772428.6,0.0,-94722864.25,,-167441997.09,,0.0,,184351289.38,,-63940641.88,,,320425851.58,-41154206.09,,,,,,,-10300873.45,,,,,1642885867.79,0.0,,,-75096719.1300001,602784009.69,0.0,1115198577.23,,,57963475.61,9725933.91,,,3288947.34,358805212.58,,362094159.92,,,,,,,,,,,,399959418.67,,0.0,-1299974.44,34125789.44,,-109089302.64,
Banco Original,92894922,202409,2024-09-01,2024,3,2024Q3,,,,,,,,,,,-128346913.92,,-10366834.39,,-617340532.54,,,-681801381.89,,-13986456.46,0.0,-56287403.36,,2095697.72,,0.0,,1499888.78999997,,-46878163.91,,,40150301.04,-171825883.98,,,,,,,-7635123.59,,,,,859197203.75,0.0,,,57961951.4099998,211010996.39,0.0,590224255.95,,,5918112.94,2815289.39,,,1469376.78,5569937.87999997,,7039314.65999997,,,,,,,,,,,,177395821.86,,0.0,-400045.24,21169728.23,,-50074347.65,
Banco Original,92894922,202412,2024-12-01,2024,4,2024Q4,,,,,,,,,,,-308450644.81,,-16796131.5,,-1261038699.94,,,-1479942264.25,,-69345812.0,0.0,-104861338.39,,122731956.98,,0.0,,-165892707.870001,,-50125953.06,,,507678319.59,96315544.9,,,,,,,-15975586.53,,,,,1108743458.31,0.0,,,-326112268.63,243896914.66,0.0,1190958812.28,,,13933225.29,4069727.42,,,2234182.72,-274883261.040001,,-272649078.320001,,,,,,,,,,,,-371198805.940001,,0.0,-1193125.42,50868340.36,,-148364626.89,
Banco Original,92894922,202503,2025-03-01,2025,1,2025Q1,0.0,28022642.0,33602872.19,-80719871.38,-1714370.0,123256622.6,-292503251.93,0.0,28945580186.32,-748119758.87,,-87938735.17,,-7340867.67,,-711899916.53,-36477371.08,,0.0,,,,-41082138.88,,-33426740.57,,16525164.4099999,,-12470457.79,,25503686.49,-114847790.08,,,3856960.74,0.0,-6316908.88,47947362.73,24474129.85,16025762.12,,-3094816.23,19934966.2,506774389.79,171481482.81,,,18220596.2,0.0,,,,,266767909.71,732132.25,,,893757.82,221110117.12,,,53046721.2099999,,311478835.77,50014845.12,-108005.66,0.0,53844241.46,36908.1,-4571688.0,813389.22,371835.89,0.0,0.0,,167894511.29,,,,3358168.49,,0.0
Banco Original,92894922,202506,2025-06-01,2025,2,2025Q2,0.0,27859116.0,88342950.69,-173800141.78,-1685445.42,230301511.6,-489911034.71,0.0,30583907472.57,-1622690093.84,,-170622507.82,,-11810749.78,,-1579131785.99,-288026579.41,,0.0,,,,-90474357.31,,-3318799.95999999,,11929338.6399998,,-33808088.32,,62203190.2999999,-217326762.66,,,7581184.11,0.0,-12943061.97,120322681.2,32813581.96,71644950.85,,-13495847.38,40723147.57,1038593713.95,342469308.93,,,39037702.15,0.0,,,,,609355377.2,1320074.66,,,2368932.98,502457210.47,,,28743985.9799998,,755164429.05,85571639.31,-110908.26,0.0,101534692.67,35933074.78,-52568454.36,783234.48,459981.99,0.0,0.0,,246070748.64,,,,16775651.19,,0.0
Banco Original,92894922,202509,2025-09-01,2025,3,2025Q3,0.0,-4418748.0,-12764870.4,-11183769.0,51833545.49,469440.0,-99163027.13,0.0,33578473409.41,-874922498.08,,-87343715.35,,-5701990.29,,-892568628.94,-25096213.29,,0.0,,,,-53603883.79,,10364685.72,,-14249505.4400003,,-9259179.12000004,,25751339.15,-107401407.08,,,6773000.5,0.0,-6931801.86,66120217.97,-43887482.63,105762479.73,,-10759863.59,22061212.52,598538296.8,184107123.73,,,73894758.01,0.0,,,,,451069039.04,532448.84,,,1234244.0,277104733.06,,,-13854327.5700003,,79060523.9499998,63430200.87,-5530.4,0.0,74973862.21,0.0,-11115255.88,-422875.06,83456.32,0.0,0.0,,93547079.5099997,,,,14665321.5,,0.0
Banco Pine,62144175,201903,2019-03-01,2019,1,2019Q1,,,,,,,,,,,-21241570.96,,-7750945.07,,-130915188.22,,,-109177992.76,,-7847040.2,0.0,-20697374.49,,-4964598.62,,0.0,,-40745905.8199997,,-35649233.58,,,12297856.62,-76529323.25,,,,,,,-9516493.82,,,,,142155954.16,0.0,,,5031253.96000004,51202369.7200003,0.0,73371691.74,,,8187116.26,605789.87,,,17286548.47,-43551361.8499997,,-26264813.3799997,,,,,,,,,,,,32977961.4000003,,12550638.74,0.0,-12280961.9,,29584235.66,
Banco Pine,62144175,201906,2019-06-01,2019,2,2019Q2,,,,,,,,,,,-47611010.62,,-8745739.36,,-274376615.46,,,-232601704.2,,-13846992.66,0.0,-39224919.16,,11500761.99,,0.0,,-70639184.9900004,,-50731709.49,,,47840134.17,-89596197.83,,,,,,,-21046174.33,,,,,246688318.66,0.0,,,10886032.8400002,68798597.8099995,0.0,156657531.31,,,13416532.33,1413851.98,,,14415810.72,-75509583.3700004,,-61093772.6500004,,,,,,,,,,,,14086614.4599996,,10346156.7,0.0,-5953337.68,,55621903.92,
Banco Pine,62144175,201909,2019-09-01,2019,3,2019Q3,,,,,,,,,,,-19687739.8,,-1200654.48,,-134814992.8,,,-178941701.82,,-25183603.82,0.0,-19880571.4,,19536726.72,,0.0,,-23825165.8800001,,-5070360.6,,,4696638.14,-26566628.04,,,,,,,-4153270.58,,,,,166475478.48,0.0,,,-33654541.5999999,55526299.2199998,0.0,93586340.48,,,7936251.0,2415200.31,,,-175770.64,-39032851.3800001,,-39208622.0200001,,,,,,,,,,,,-12466223.3400001,,51017380.38,0.0,4224608.79,,-18943105.2,
Banco Pine,62144175,201912,2019-12-01,2019,4,2019Q4,,,,,,,,,,,-43571701.39,,-3358948.86,,-257727531.89,,,-437246449.72,,-30352490.26,0.0,-43642874.44,,154901504.58,,0.0,,-47568735.0900003,,-16010468.36,,,8250665.11,-77574071.13,,,,,,,-19765150.95,,,,,327083695.66,0.0,,,-15661339.2199998,114908256.25,0.0,174332186.97,,,15995390.69,4931637.25,,,5031736.47,-187736825.19,,-182705088.72,,,,,,,,,,,,-110162754.06,,53504591.66,0.0,-167771.130000001,,-149166427.57,
Banco Pine,62144175,202003,2020-03-01,2020,1,2020Q1,,,,,,,,,,,-24136829.39,,-746725.39,,-121379747.24,,,-126707729.83,,-37829971.93,0.0,-23431205.7,,38755901.77,,0.0,,-2282321.64999997,,-5204844.2,,,11153842.05,-45997218.76,,,,,,,-1777274.26,,,,,129317739.78,0.0,,,-111128537.57,48609913.7800002,0.0,69239031.93,,,5796115.47,1829049.62,,,4126259.65,-43387208.81,,-39260949.16,,,,,,,,,,,,2610009.95000005,,122597331.64,0.0,-11256621.22,,32501989.34,
Banco Pine,62144175,202006,2020-06-01,2020,2,2020Q2,,,,,,,,,,,-45817303.82,,-1856934.11,,-231900500.3,,,-240990227.11,,-46254720.44,0.0,-44712116.04,,29821694.62,,0.0,,881693.56000029,,-15828571.31,,,14733858.04,-91086036.85,,,,,,,-5453304.64,,,,,303240407.5,0.0,,,-127470316.83,129779403.55,0.0,144445246.42,,,11492297.5,3471907.34,,,5349160.04,-28835856.4599997,,-23486696.4199997,,,,,,,,,,,,62250180.3900003,,156486074.36,0.0,-12569174.45,,37164993.63,
Banco Pine,62144175,202009,2020-09-01,2020,3,2020Q3,,,,,,,,,,,-19482854.94,,-2107295.44,,-114796731.33,,,-111356176.81,,-6964805.23,0.0,-20030400.43,,6244986.89,,0.0,,-11236800.5899998,,-4657097.93,,,3341926.45,-32960893.09,,,,,,,-1874092.73,,,,,127595643.93,0.0,,,-10960237.3099999,52607181.3400002,0.0,56846838.29,,,7195850.27,3186827.02,,,1113731.22,-16721425.9699998,,-15607694.7499998,,,,,,,,,,,,16239467.1200002,,29101861.61,0.0,-407848.09,,10405359.75,
Banco Pine,62144175,202012,2020-12-01,2020,4,2020Q4,,,,,,,,,,,-41722651.45,,-3940319.82,,-257998567.53,,,-284376702.36,,-5694924.77,0.0,-42281936.02,,42896130.51,,0.0,,-64505122.8800002,,-30796644.02,,,9491173.34,-97913586.15,,,,,,,-15931608.68,,,,,290813660.75,0.0,,,55854406.29,119485799.91,0.0,115473454.55,,,11942687.44,5985432.2,,,6983.04999999888,-91476627.7600002,,-91469644.7100002,,,,,,,,,,,,6436958.38999981,,0.0,-15434635.16,-6591327.82,,-5248574.9,
Banco Pine,62144175,202103,2021-03-01,2021,1,2021Q1,,,,,,,,,,,-20438462.27,,-2470734.19,,-163280321.81,,,-164240978.08,,-10651802.32,0.0,-21479607.31,,1363148.06,,0.0,,529717.079999867,,-17857186.17,,,4493824.87,-46590077.01,,,,,,,-336164.46,,,,,206773944.87,0.0,,,-47939237.4900002,91549080.6500001,0.0,95245049.5,,,5257391.0,2165519.74,,,3559843.7,-4057110.22000013,,-497266.520000133,,,,,,,,,,,,42532966.7899999,,67919052.21,0.0,3739177.32,,9691146.05,
Banco Pine,62144175,202106,2021-06-01,2021,2,2021Q2,,,,,,,,,,,-40736548.1,,-5163691.91,,-355103767.8,,,-356738877.69,,-3863960.72,0.0,-42361317.09,,31515.0,,0.0,,1782520.92000025,,-39342490.11,,,6334822.36,-99787172.32,,,,,,,-4790475.01,,,,,444653228.88,0.0,,,60175042.1599998,188021534.31,0.0,190186373.84,,,10997513.63,4236651.24,,,18414302.06,-11872821.1299998,,6541480.93000025,,,,,,,,,,,,87914351.1900002,,6270278.56999999,0.0,6247887.66,,2228850.83,
Banco Pine,62144175,202109,2021-09-01,2021,3,2021Q3,,,,,,,,,,,-23826938.31,,-419006.69,,-207702786.69,,,-202494344.8,,-4793851.39,0.0,-22980636.85,,-2402945.6,,0.0,,2679537.01999989,,-10358438.75,,,5292798.49,-41221060.92,,,,,,,-4710383.88,,,,,246349510.89,0.0,,,-56506849.6500001,116668839.29,0.0,124160336.03,,,5403054.95,2702045.61,,,7158761.33,2634105.16999989,,9792866.49999989,,,,,,,,,,,,43855166.0899999,,62027185.22,0.0,2966060.63,,10002293.28,
Banco Pine,62144175,202112,2021-12-01,2021,4,2021Q4,,,,,,,,,,,-48448368.82,,-1150806.08,,-460731988.08,,,-463462603.49,,-7982821.93,0.0,-47161979.38,,-3545076.91,,0.0,,4102507.85000011,,-15432559.0,,,13133631.96,-78179088.73,,,,,,,-11269066.27,,,,,548285200.9,0.0,,,-55987896.2199993,259119561.389999,0.0,260310364.94,,,9928039.7,7169579.75,,,12273142.35,6643508.68000011,,18916651.0300001,,,,,,,,,,,,84822597.4100001,,84843170.79,0.0,3783373.14,,5252206.52,
Banco Pine,62144175,202203,2022-03-01,2022,1,2022Q1,,,,,,,,,,,-20680779.08,,-4081894.01,,-286095941.55,,,-345884010.26,,-2318831.56,0.0,-24998569.28,,-2623377.98,,0.0,,1865535.86999986,,-20336422.44,,,5996513.28,-65145528.89,,,,,,,-2129855.17,,,,,413186883.15,0.0,,,107017135.82,153163742.32,0.0,153006005.01,,,4040682.05,2475615.21,,,4461425.02,2157343.99999986,,6618769.01999986,,,,,,,,,,,,67302872.8899999,,0.0,-63295481.14,-7560674.62,,5826243.99,
Banco Pine,62144175,202206,2022-06-01,2022,2,2022Q2,,,,,,,,,,,-35345704.65,,-5151453.13,,-603128974.64,,,-630013523.27,,-356327.43,0.0,-51156719.02,,-8981414.1,,0.0,,6349515.33999971,,-23900554.03,,,4625489.31000001,-102642897.11,,,,,,,-4109354.24,,,,,737321546.84,0.0,,,52932387.6899996,319501989.0,0.0,364887170.15,,,8075607.79,6170512.15,,,14775157.22,4665126.45999971,,19440283.6799997,,,,,,,,,,,,107308023.57,,0.0,-5090545.01000002,-5960075.53,,-21437676.19,
Banco Pine,62144175,202209,2022-09-01,2022,3,2022Q3,,,,,,,,,,,-21984912.3,,-1461395.57,,-306445948.27,,,-313433581.84,,-1655768.38,0.0,-24500758.1,,-7469050.2,,0.0,,12212738.11,,-5106306.14,,,18442839.88,-16435761.2,,,,,,,-20457780.44,,,,,337450233.63,0.0,,,29827114.6999998,105089169.05,0.0,174756360.95,,,4984342.18,6466189.94,,,32558678.16,7580890.59000003,,40139568.75,,,,,,,,,,,,24016651.79,,27777588.93,0.0,6724238.91,,-5331865.19,
Banco Pine,62144175,202212,2022-12-01,2022,4,2022Q4,,,,,,,,,,,-48370935.9,,-6510747.79,,-621141637.8,,,-635490787.45,,-1384733.11,0.0,-48828511.7,,-13552325.66,,0.0,,34606999.4700003,,-18324695.67,,,22546849.82,-63870229.69,,,,,,,-20535438.98,,,,,719143524.23,0.0,,,76957253.0299997,243380435.6,0.0,377441595.2,,,9233743.24,15137497.67,,,48912257.02,19782507.0900003,,68694764.1100003,,,,,,,,,,,,83652736.7800003,,21364240.4,0.0,11246570.64,,-12964416.54,
Banco Pine,62144175,202303,2023-03-01,2023,1,2023Q1,,,,,,,,,,,-31302949.56,,-3652564.43,,-414461335.01,,,-445715326.59,,-123105.59,0.0,-26465377.34,,-25599862.62,,0.0,,30586551.4300001,,-24702175.93,,,30606290.82,-54784536.48,,,,,,,-784261.85,,,,,546829655.85,0.0,,,66648837.46,204911540.27,0.0,273161464.98,,,4209694.27,2702634.2,,,10640883.12,46329792.7800001,,56970675.9000001,,,,,,,,,,,,101114329.26,,2107813.13999999,0.0,-6180088.51,,-31130885.99,
Banco Pine,62144175,202306,2023-06-01,2023,2,2023Q2,,,,,,,,,,,-76366035.93,,-12506939.46,,-881552444.96,,,-900596905.42,,-181479.04,0.0,-53326943.18,,-38594914.83,,0.0,,73437219.2000002,,-119508997.55,,,41337617.31,-199014314.22,,,,,,,-15515302.11,,,,,1211113864.85,0.0,,,107834740.33,372725984.13,0.0,730553140.39,,,11706441.01,6887848.91,,,16044790.93,111502645.21,,127547436.14,,,,,,,,,,,,310516959.43,,0.0,-4078272.03000003,2762694.67,,-14784709.39,
Banco Pine,62144175,202309,2023-09-01,2023,3,2023Q3,,,,,,,,,,,-35221535.95,,-9903086.17,,-400655974.74,,,-444631837.23,,-8838961.46,0.0,-28391070.14,,-18538848.1,,0.0,,45223884.1099994,,-12508628.96,,,11055393.02,-62906924.55,,,,,,,-27202440.16,,,,,602167742.459999,0.0,,,56765822.6700001,210696351.179999,0.0,289743946.98,,,6274360.08,2642879.18,,,-3663808.31,94628980.6799994,,90965172.3699994,,,,,,,,,,,,157535905.229999,,44961621.63,0.0,3144764.39,,-35136901.03,
Banco Pine,62144175,202312,2023-12-01,2023,4,2023Q4,,,,,,,,,,,-85973649.73,,-15909856.0,,-907662311.78,,,-891907826.02,,-12076177.82,0.0,-56151324.67,,-30458652.08,,0.0,,107441064.150001,,-113933009.18,,,13655936.74,-234022661.48,,,,,,,-30655839.93,,,,,1292893637.2,0.0,,,47705250.1300001,472148213.43,0.0,727642058.41,,,13560017.36,6648590.96,,,1592406.46,166963149.700001,,168555556.160001,,,,,,,,,,,,400985811.180001,,45398115.23,0.0,4080633.04,,27830663.58,
Banco Pine,62144175,202403,2024-03-01,2024,1,2024Q1,,,,,,,,,,,-32213349.87,,-3443101.81,,-444524130.69,,,-463701566.36,,-2954220.84,0.0,-30288506.49,,-29976850.61,,0.0,,62978339.1399999,,-24751533.68,,,44846713.52,-27014111.11,,,,,,,-46386163.13,,,,,625420861.47,0.0,,,75189643.27,229450464.88,0.0,284734206.43,,,4525634.37,2079808.54,,,4636168.88,134705184.0,,139341352.88,,,,,,,,,,,,161719295.11,,36046546.89,0.0,12230224.31,,-16223214.83,
Banco Pine,62144175,202406,2024-06-01,2024,2,2024Q2,,,,,,,,,,,-85306322.4,,-10146844.7,,-879927542.72,,,-957182465.94,,-35406429.56,0.0,-60592802.81,,-32242907.6,,0.0,,126812320.210001,,-62040304.8,,,55837710.71,-97996074.07,,,,,,,-64638762.92,,,,,1273641517.46,0.0,,,188156933.83,394663871.780001,0.0,565111493.32,,,8281460.78,2779620.35,,,5231013.28,218462977.450001,,223693990.730001,,,,,,,,,,,,316459051.520001,,125709218.53,0.0,53191408.8,,-41848493.66,
Banco Pine,62144175,202409,2024-09-01,2024,3,2024Q3,,,,,,,,,,,-45800960.63,,-7606311.39,,-527280753.38,,,-612739478.55,,-42168719.16,0.0,-32633936.83,,-23130156.58,,0.0,,64348294.5499998,,-49734766.34,,,17866986.75,-89792410.56,,,,,,,-3842899.78,,,,,785991881.06,0.0,,,92482335.8799996,253127996.94,0.0,438124296.52,,,4240536.84,1409143.61,,,7861358.96,83459991.9499997,,91321350.9099998,,,,,,,,,,,,173252402.51,,2257251.72,0.0,22466897.43,,-43290006.01,
Banco Pine,62144175,202412,2024-12-01,2024,4,2024Q4,,,,,,,,,,,-98699698.21,,-11797538.03,,-900556530.98,,,-1040619765.52,,-116309006.92,0.0,-65360615.51,,-1930793.06,,0.0,,131436130.09,,-160704341.96,,,20738234.62,-239577328.78,,,,,,,-7742935.68,,,,,1411381055.92,0.0,,,42224255.0200005,657449701.73,0.0,630023607.64,,,8742606.43,2489961.27,,,9925897.21,131183961.62,,141109858.83,,,,,,,,,,,,370761290.4,,81683491.53,0.0,65014062.61,,-23754227.62,
Banco Pine,62144175,202503,2025-03-01,2025,1,2025Q1,8897245.27,93304837.56,-179903227.46,0.0,0.0,0.0,0.0,-71677226.06,28194741423.89,-792014917.12,,-56191387.37,,-1472719.39,,-796687957.78,0.0,,0.0,,,,-34497316.24,,-38767615.17,,73481948.5400004,,-74670116.13,,188289080.48,34825451.1500001,,,10994418.05,0.0,-4673040.66,44019243.7,2911654.26,-614972613.72,,-35291889.09,29343811.04,421399992.44,1133654858.46,,,38241056.31,0.0,,,,,517616484.26,7782153.87,,,570668.75,267101791.22,,,147541452.8,,71730785.4300003,-37087555.36,0.0,0.0,32385074.0,0.0,-79927576.87,10454947.51,0.0,0.0,0.0,,112716001.65,,,,1802823.0,,0.0
Banco Pine,62144175,202509,2025-09-01,2025,3,2025Q3,0.0,2095898.76000002,-40270720.42,0.0,0.0,-1945585.56,0.0,-29034828.67,30771937067.21,-838633638.96,,-102454800.69,,-18685709.94,,-845841665.72,-20885871.39,,0.0,,,,-38626864.57,,-41758813.42,,103632964.77,,-128076378.2,,109462974.04,-147670518.9,,,2507391.71,0.0,-5262441.2,13992513.63,36758784.7,8760475.09,,-19447465.24,29675607.43,673217915.02,533644835.79,,,29675607.43,0.0,,,,,712072598.48,13391822.9,,,977001.39,473099761.79,,,164839243.43,,103138343.65,-166647754.25,0.0,0.0,-73459523.07,0.0,-38799570.63,-54388660.55,30393.14,514405.81,514405.81,,311995356.52,,,,27195474.22,,0.0
