NomeBanco,CodInst,AnoMes,DataRef,Ano,Trimestre,AnoTri,AtivoTotal,Captacoes,CarteiraCreditoSimples,CarteiraCredito,LucroLiquido,PassivoTotal,PassivoExigivel,PatrimonioLiquido,TVM,Alavancagem,CoberturaCapt,CreditoSobreAtivo,ROE,CrescAtivo_QoQ,CrescAtivo_YoY,AtivoBase100,CrescPL_QoQ,CrescPL_YoY
Banco Master,33923798,202203,2022-03-01,2022,1,2022Q1,12186436713.49,10827460217.93,,5054333158.17,31917980.6699999,11404665389.29,,781771324.2,,15.588237041005039,0.8884845072017109,0.414750700061078,0.040827771091069526,0.17691616010140376,0.8888765302494157,392.3620993206424,0.2073959439942361,0.7974792151005925
Banco Master,33923798,202206,2022-06-01,2022,2,2022Q2,14403915168.97,12767790051.9,,7457911856.75,60005879.3,13375058813.84,,1028856355.13,,13.999928267100035,0.8864110835229949,0.5177697708756572,0.058322893182127473,0.18196282536184838,1.0016145516313357,463.7574154779327,0.3160579357177704,1.2552482418732485
Banco Master,33923798,202209,2022-09-01,2022,3,2022Q3,16773640425.27,15138563176.71,,9197822799.14,8436672.6900001,15718990927.29,,1054649497.98,,15.904469169517482,0.9025210266164578,0.5483498254370113,0.007999503822036702,0.16451952323386654,1.0018279080951484,540.0545643685323,0.02506972204758462,1.0486622114152433
Banco Master,33923798,202212,2022-12-01,2022,4,2022Q4,20541658008.83,18370606023.25,,9788673535.76,150821273.09,18975371953.1,,1566286055.73,,13.114882772327395,0.8943097979410056,0.47652791861067195,0.09629229126968548,0.22463922488068655,0.9838292221307479,661.3720031015562,0.4851247345492051,1.4190289056180911
Banco Master,33923798,202303,2023-03-01,2023,1,2023Q1,23077705673.51,20760738193.4,,10766368743.43,70936180.5800001,21416814858.54,,1660890814.97,,13.894775903090801,0.8996014806285725,0.4665268244489441,0.042709719350986594,0.12345876187744209,0.8937205531099759,743.0241717448781,0.06040069047023944,1.1245225599309592
Banco Master,33923798,202306,2023-06-01,2023,2,2023Q2,27331844219.47,24519832220.52,,11600541104.99,290555888.95,25476500015.71,,1855344203.76,,14.731414345693851,0.8971159071312558,0.4244331634499177,0.1566048436517417,0.18433975223295973,0.8975288245483646,879.9930634674291,0.1170777675674679,0.8033073271200915
Banco Master,33923798,202309,2023-09-01,2023,3,2023Q3,30857830428.63,27935561460.35,,13291067779.92,3813725.81000013,28999482499.01,,1858347929.62,,16.604980120670888,0.9052989491585024,0.43071945095623126,0.00205221301631066,0.12900652370352095,0.8396620916078383,993.517909468574,0.0016189588184836179,0.7620526375628549
Banco Master,33923798,202312,2023-12-01,2023,4,2023Q4,36141585997.5,32625849243.35,,16105549867.54,241232199.91,33759139886.88,,2382446110.62,,15.16994900174033,0.9027232298440585,0.44562377170315826,0.10125400059824334,0.17122900396677632,0.7594288631406598,1163.636991530032,0.2820237118391329,0.521079819298788
Banco Master,33923798,202403,2024-03-01,2024,1,2024Q1,41044130512.42,37042000784.46,,17432214140.18,59485455.5099999,38602505220.14,,2441625292.28,,16.810167654387627,0.902492032892524,0.42471880686825597,0.024363056730319223,0.13564829488277352,0.7785186748235966,1321.482365293601,0.024839672719648487,0.4700697181735587
Banco Master,33923798,202406,2024-06-01,2024,2,2024Q2,50985792542.31,44618471351.69,,21045506371.07,500751544.590001,46797851633.88,,4187940908.43,,12.174429787125113,0.8751157749418891,0.4127719766953827,0.11956986871090444,0.2422188484875234,0.8654355020064826,1641.570302111586,0.7152267064367124,1.2572312457940744
Banco Master,33923798,202409,2024-09-01,2024,3,2024Q3,58335367534.98,50932398725.79,,22173992756.77,236650472.71,53922890841.68,,4412476693.3,,13.22054972518216,0.8730963886573456,0.38011233482798695,0.05363211845840119,0.14414947039552328,0.89045589805485,1878.2017917779904,0.053614840748595016,1.374408270362093
Banco Master,33923798,202412,2024-12-01,2024,4,2024Q4,63014691768.71001,53918212145.03,,22463655844.53,566759996.63,58273979436.18,,4740712332.53,,13.292241196816226,0.8556450984943662,0.3564828330348883,0.11955165318532085,0.08021418963245774,0.7435508163108526,2028.8602264716917,0.07438807319444884,0.9898508140006963
Banco Master,33923798,202503,2025-03-01,2025,1,2025Q1,68344169943.95,54521812915.28,13668196543.59,,57712713.8899995,,65075309581.54,3268860362.41,32171216847.83,20.90764436739738,0.7977536775996269,,0.017655301080970687,0.08457516851469138,0.6651386956112757,2200.45142201829,-0.3104706353980583,0.33880508722840275
Banco Original,92894922,201903,2019-03-01,2019,1,2019Q1,10952357752.81,8320333696.3,,5992899425.29,1156227.35000001,8860281277.95,,2092076474.86,,5.2351612784819075,0.7596842510157493,0.5471789326597214,0.0005526697345408388,,,100.0,,
Banco Original,92894922,201906,2019-06-01,2019,2,2019Q2,11927771437.53,9134240666.63,,6204449568.35,579651.179999977,9831585720.7,,2096185716.83,,5.69022646312466,0.765796084748042,0.5201683819014238,0.0002765266337548404,0.0890596989921868,,108.90596989921868,0.0019641930012501696,
Banco Original,92894922,201909,2019-09-01,2019,3,2019Q3,12266639311.06,9244787261.21,,6696612536.05,5496475.01000001,10158198190.57,,2108441120.49,,5.817871408336621,0.753652816128261,0.545920717666502,0.0026068904445966383,0.02840999052545312,,111.99998747222078,0.005846525697414728,
Banco Original,92894922,201912,2019-12-01,2019,4,2019Q4,12651228131.39,9831317663.29,,7101768239.73,8241516.08000028,10554672320.63,,2096555810.76,,6.034291129509182,0.777103816418954,0.5613501049838173,0.003930978625850526,0.03135241940172162,,115.5114580524374,-0.0056370128691276555,
Banco Original,92894922,202003,2020-03-01,2020,1,2020Q1,13302197896.9,10661937281.89,,7451285667.07,-131793014.49,11350337974.52,,1951859922.38,,6.815139623687732,0.8015169646795514,0.5601544740817965,-0.06752175859489866,0.05145506497466634,0.2145510763184404,121.45510763184404,-0.0690159964439715,-0.06702267061694434
Banco Original,92894922,202006,2020-06-01,2020,2,2020Q2,14519299513.46,11874953215.57,,6993984436.95,-219897735.9,12632944247.37,,1886355266.09,,7.6970122089225095,0.8178737000749534,0.4817026076544728,-0.11657281099323337,0.09149627948653793,0.21726842180894868,132.56779810479478,-0.03356012157374855,-0.10010107838026894
Banco Original,92894922,202009,2020-09-01,2020,3,2020Q3,15455046579.65,12458080127.7,,7281029711.0,-10326354.24,13580216783.81,,1874829795.84,,8.243439811945976,0.8060849291844794,0.4711101757911938,-0.005507888909656129,0.06444849941435016,0.25992508524443436,141.11159376331332,-0.006109914954614992,-0.11079812586642634
Banco Original,92894922,202012,2020-12-01,2020,4,2020Q4,15251866617.66,12663646561.08,,7683196955.29,-28533907.1900005,13394154872.53,,1857711745.13,,8.210028632075367,0.8303014233298419,0.503754533651225,-0.015359706512488963,-0.013146512431578938,0.2055641127692056,139.25646844166403,-0.009130455867504605,-0.11392211187710721
Banco Original,92894922,202103,2021-03-01,2021,1,2021Q1,15975081889.12,13036792892.75,,8380468254.1,26378315.51,14097280613.07,,1877801276.05,,8.507333599604303,0.8160704892304087,0.5245962626212017,0.014047447856403326,0.04741814819063506,0.20093551553934574,145.85975229873534,0.010814127096232529,-0.03794260309402575
Banco Original,92894922,202106,2021-06-01,2021,2,2021Q2,17007927664.89,13732815944.25,,9485928642.83,66051790.9700005,14997487166.96,,2010440497.93,,8.459801562096361,0.8074361682875147,0.5577357118240867,0.032854387403163175,0.0646535512580646,0.17140139227260498,155.2901032704702,0.07063538808484027,0.06578041478750807
Banco Original,92894922,202109,2021-09-01,2021,3,2021Q3,20384883107.93,16646772030.21,,11114648161.87,7049264.64000024,18249801994.13,,2135081113.8,,9.547591881251364,0.8166233743932618,0.5452397300010148,0.0033016378602375514,0.19855184650221425,0.31897907928477065,186.1232400183416,0.06199666988320862,0.13881330376627443
Banco Original,92894922,202112,2021-12-01,2021,4,2021Q4,22406742467.13,18268489777.08,,12840083401.7,12940880.6400001,20140282839.5,,2266459627.63,,9.886230574757851,0.8153121679279937,0.5730455205854222,0.005709733578414616,0.09918425082425264,0.46911476665980234,204.58373414054338,0.06153326587024788,0.22002761384888392
Banco Original,92894922,202203,2022-03-01,2022,1,2022Q1,24168961022.38,19125856080.01,,14890405711.24,-119251223.67,22019590163.5,,2149370858.88,,11.244667676835457,0.7913396054675175,0.6160962276140777,-0.05548192075709994,0.07864679829453647,0.5129162523317348,220.6735898138378,-0.05166152854548656,0.1446210449921801
Banco Original,92894922,202206,2022-06-01,2022,2,2022Q2,25418684705.85,20023070324.47,,16883980659.55,-544705526.880001,23709870263.86,,1708814441.99,,14.875040894579909,0.787730386374468,0.6642350245472861,-0.31876224445157664,0.05170779506461942,0.4945198031575939,232.0841345721056,-0.20496994042227146,-0.15002983487974986
Banco Original,92894922,202209,2022-09-01,2022,3,2022Q3,24978611775.87,19304006492.97,,17405542600.29,-381803761.46,23044308064.67,,1934303711.2,,12.913490074613883,0.7728214308378092,0.696817851867341,-0.19738563248846647,-0.01731297016634059,0.2253497674535585,228.06606887417774,0.13195655635225467,-0.0940373652796066
Banco Original,92894922,202212,2022-12-01,2022,4,2022Q4,25410181941.19,20720342420.25,,16614254235.11,-1115576579.25,23863337279.36,,1546844661.83,,16.427106462731942,0.8154346343605768,0.6538423956806949,-0.7211949633845025,0.017277588089859686,0.13404177240247894,232.00650046945935,-0.2003093139544404,-0.317506192048296
Banco Original,92894922,202303,2023-03-01,2023,1,2023Q1,24760005609.89,19890507958.73,,15906052936.53,-819072821.570001,23204868836.79,,1555136773.1,,15.921432788534451,0.8033321264993997,0.6424091006738938,-0.5266886075475319,-0.02558723636079363,0.02445469571334491,226.07009530470668,0.005360661916879117,-0.2764688482329407
Banco Original,92894922,202306,2023-06-01,2023,2,2023Q2,24133827958.26,18879093224.52,,14901770162.57,-748831927.02,22160724196.7,,1973103761.56,,12.231403349603372,0.7822668354631441,0.6174640089563475,-0.3795197909044323,-0.025289883269650204,-0.05054772748702829,220.352808983692,0.2687654203088692,0.15466238643338115
Banco Original,92894922,202309,2023-09-01,2023,3,2023Q3,23771449506.72,19069789597.49,,14811571172.42,-276941194.0,22079022891.89,,1692426614.83,,14.045778587042479,0.8022140001222526,0.6230823731734527,-0.16363557011765503,-0.015015373945929333,-0.04832783663006235,217.0441291567659,-0.14225158970255447,-0.12504607987333327
Banco Original,92894922,202312,2023-12-01,2023,4,2023Q4,24668496857.76,19880098048.15,,15468060778.03,-751279513.549999,23419993170.24,,1248503687.52,,19.758449337671525,0.8058901262926482,0.6270370208294307,-0.6017439283998623,0.03773633369670648,-0.029188499521434985,225.23457884153672,-0.26229966098387725,-0.19287067516983036
Banco Original,92894922,202403,2024-03-01,2024,1,2024Q1,22943242196.69,19157946831.69,,13981330761.26,143751786.16,21511491970.96,,1431750225.73,,16.02461224337648,0.8350148016331318,0.6093877509289892,0.10040283813240254,-0.06993756737663914,-0.07337491928815731,209.4822203082578,0.14677292509563733,-0.07934128335480228
Banco Original,92894922,202406,2024-06-01,2024,2,2024Q2,24638375225.65,21390648514.96,,14609896691.62,184351289.38,23176813254.64,,1461561971.01,,16.857564519569337,0.8681842174678415,0.592973219939042,0.12613306382938083,0.07388376125866625,0.02090622624237759,224.9595546614485,0.020821889701326812,-0.25925741996739105
Banco Original,92894922,202409,2024-09-01,2024,3,2024Q3,24762349451.07,21706277938.49,,14629462938.39,1499888.78999997,23304965627.06,,1457383824.01,,16.990959446040957,0.8765839437562762,0.5907946242054931,0.0010291652516582882,0.005031753282616291,0.04168445614012217,226.09149563907215,-0.0028586861747044168,-0.1388791624761877
Banco Original,92894922,202412,2024-12-01,2024,4,2024Q4,28399599551.0,24597277189.64,,15167101713.13,-165892707.870001,26668837190.32,,1730762360.68,,16.408722650891292,0.8661135219694985,0.5340604076438795,-0.09584950056622639,0.1468863084707348,0.151249697732041,259.3012408101227,0.18758170096728355,0.3862693222139759
Banco Original,92894922,202503,2025-03-01,2025,1,2025Q1,28945580186.32,25827088127.76,12374044757.24,,16525164.4099999,,27744270127.89,1201310058.43,8727828132.33,24.095011927353017,0.892263618884591,,0.013755952756773505,0.01922494133551167,0.26161681675905224,264.2862919529227,-0.3059069888959125,-0.16094997797713384
Banco Original,92894922,202506,2025-06-01,2025,2,2025Q2,30583907472.57,27160525929.14,12875297600.15,,11929338.6399998,,29228740751.81,1355166720.76,10395058652.34,22.568372587704957,0.8880659200757669,,0.008802856842078906,0.056600257300224666,0.24131186380871195,279.24496407838046,0.12807406485139738,-0.07279557922301194
Banco Original,92894922,202509,2025-09-01,2025,3,2025Q3,33578473409.41,29988026843.33,13581187646.19,,-14249505.4400003,,32114296782.96,1464176626.45,11511218083.65,22.933348888940664,0.8930729660546803,,-0.00973209460019126,0.09791312439477395,0.3560293814510824,306.58671098280104,0.08044021744340468,0.004660956385058368
Banco Pine,62144175,201903,2019-03-01,2019,1,2019Q1,9556932204.64,7126092642.59,,3191408647.95,-40745905.8199997,8726770530.07,,830161674.57,,11.512133717315024,0.7456464574615482,0.33393651640644,-0.049081892200221015,,,100.0,,
Banco Pine,62144175,201906,2019-06-01,2019,2,2019Q2,10368990624.67,7164816637.52,,3146153761.08,-70639184.9900004,9561352569.32,,807638055.35,,12.838660283505918,0.6909849663161428,0.30341948169908084,-0.08746391347221501,0.08497061636952252,,108.49706163695225,-0.02713160569797035,
Banco Pine,62144175,201909,2019-09-01,2019,3,2019Q3,10187895830.32,6829926341.85,,3250413107.06,-23825165.8800001,9405052106.3,,782843724.02,,13.013958619996194,0.6703961696902699,0.3190465588965396,-0.03043412771792422,-0.017465035981336308,,106.60215655159362,-0.030699805644070488,
Banco Pine,62144175,201912,2019-12-01,2019,4,2019Q4,10272648572.58,6942013495.14,,3498656949.98,-47568735.0900003,9431592788.45,,841055784.13,,12.213991944905501,0.6757764023651884,0.3405798344273841,-0.05655835913334342,0.008318964354520508,,107.48897609206134,0.07435974553270208,
Banco Pine,62144175,202003,2020-03-01,2020,1,2020Q1,11387931613.3,8056566589.4,,3361023974.06,-2282321.64999997,10546108088.95,,841823524.35,,13.527694681724416,0.7074653117859183,0.2951391076264148,-0.0027111640195161173,0.10856820739462836,0.19158861541060523,119.15886154106052,0.0009128291303461822,0.014047685092232864
Banco Pine,62144175,202006,2020-06-01,2020,2,2020Q2,11896875244.55,8205674505.81,,2902371249.72,881693.56000029,11051853502.28,,845021742.27,,14.07878004723425,0.689733592824641,0.2439608039976368,0.001043397484225409,0.04469148995025596,0.1473513358421641,124.48424860410678,0.00379915484361093,0.046287673881091784
Banco Pine,62144175,202009,2020-09-01,2020,3,2020Q3,12259189560.58,8829502571.73,,3318958086.6,-11236800.5899998,11444498638.13,,814690922.45,,15.047656998206437,0.7202354224231657,0.2707322592736689,-0.013792716084533807,0.030454578078893402,0.20330927649413755,128.2753638728129,-0.03589353776687643,0.040681425235755464
Banco Pine,62144175,202012,2020-12-01,2020,4,2020Q4,13796149632.5,9986630220.33,,3919619894.53,-64505122.8800002,13003455494.37,,792694138.13,,17.404127227489933,0.723870825292022,0.2841096971938051,-0.08137454255959378,0.12537207817245655,0.34299830613548044,144.35751281987552,-0.027000158850241873,-0.05750111575539063
Banco Pine,62144175,202103,2021-03-01,2021,1,2021Q1,14437300588.94,11166010625.65,,4255547896.42,529717.079999867,13687246983.12,,750053605.82,,19.248358353209095,0.7734140157893477,0.29476063549442566,0.0007062389619749258,0.046473180816307025,0.2677719781947614,151.06626561534597,-0.053791910724344194,-0.10901325025439101
Banco Pine,62144175,202106,2021-06-01,2021,2,2021Q2,14786635445.06,11218856709.17,,4251838561.67,1782520.92000025,14011558682.18,,775076762.88,,19.07763998770444,0.7587159872070869,0.2875460463922155,0.0022997992010195586,0.024196687875821743,0.2429007736156441,154.7215688930065,0.03336182489602635,-0.0827729937481908
Banco Pine,62144175,202109,2021-09-01,2021,3,2021Q3,14794875429.31,11764424240.22,,4179135550.44,2679537.01999989,14023622494.89,,771252934.42,,19.182909742101778,0.7951688607606389,0.2824718308990119,0.003474264927127913,0.0005572589031910269,0.20683960030144388,154.8077888647878,-0.0049334835504442065,-0.05331836507932375
Banco Pine,62144175,202112,2021-12-01,2021,4,2021Q4,15378379890.46,12338190262.14,,4261320523.96,4102507.85000011,14599247301.68,,779132588.78,,19.737821407958485,0.8023075480008147,0.27709814390809245,0.005265481009367092,0.03943963326612554,0.11468636540681554,160.91335128435483,0.010216692875114619,-0.01710817413383714
Banco Pine,62144175,202203,2022-03-01,2022,1,2022Q1,15187274941.22,12008473190.0,,4190698535.31,1865535.86999986,14356865892.83,,830409048.39,,18.288908304485773,0.7906930793362825,0.2759348567487881,0.002246526424075903,-0.012426858394787854,0.05194699297557959,158.9137038541134,0.06581223831272531,0.1071329328283821
Banco Pine,62144175,202206,2022-06-01,2022,2,2022Q2,14687093904.03,11558082407.19,,4038617479.27,6349515.33999971,13842825556.33,,844268347.7,,17.39623893758584,0.7869550288650753,0.274977303587733,0.007520731242971967,-0.03293421888560466,-0.006731858738240115,153.68000514745987,0.01668972578859851,0.08927062212896253
Banco Pine,62144175,202209,2022-09-01,2022,3,2022Q3,15137172575.67,11963954906.97,,4640673311.35,12212738.11,14279565340.61,,857607235.059999,,17.65047210056593,0.7903691952485025,0.30657464517574184,0.014240479336844197,0.030644501531817747,0.023136196583438462,158.38945230061097,0.015799345547345744,0.11196625229690627
Banco Pine,62144175,202212,2022-12-01,2022,4,2022Q4,16353205852.31,13193122750.3,,5368373589.23,34606999.4700003,15484227051.57,,868978800.74,,18.818877788944942,0.8067606357707766,0.32827652496477816,0.03982490647703933,0.08033424145500812,0.06338937968717606,171.11354880565472,0.013259642893760581,0.11531568985027985
Banco Pine,62144175,202303,2023-03-01,2023,1,2023Q1,18012400521.11,14683706740.52,,6206371490.75,30586551.4300001,17116644554.25,,895755966.86,,20.10860232865767,0.8151998798445066,0.34456104190423237,0.03414607612073049,0.10145990234481328,0.18601925564818012,188.4747127573509,0.030814521708926845,0.07869244512291251
Banco Pine,62144175,202306,2023-06-01,2023,2,2023Q2,17973233342.96,14311436457.69,,6713141366.74,73437219.2000002,17034875288.49,,938358054.47,,19.153918120425338,0.796263876654987,0.3735077177623966,0.07826140442890826,-0.002174456319916862,0.2237433395879842,188.06488272705116,0.047559926125123386,0.11144526148152312
Banco Pine,62144175,202309,2023-09-01,2023,3,2023Q3,19785932942.21,16035262344.86,,7225249087.92,45223884.1099994,18821423948.68,,964508993.53,,20.51399528147021,0.8104375159713311,0.3651710085656933,0.04688798592171216,0.10085550911517105,0.3071088965459745,207.03226222117283,0.027868827826890152,0.12465118541417386
Banco Pine,62144175,202312,2023-12-01,2023,4,2023Q4,21699470750.37,16775352335.81,,7417452767.97,107441064.150001,20714991256.59,,984479493.78,,22.041567028534924,0.7730765661887842,0.341826436842637,0.10913489293461168,0.09671203343046741,0.32692457652300666,227.0547732862922,0.020705354106559604,0.1329154323921855
Banco Pine,62144175,202403,2024-03-01,2024,1,2024Q1,24431176817.83,19243671566.85,,9398020104.07,62978339.1399999,23351311320.21,,1079865497.62,,22.624277626867222,0.7876686297323945,0.38467324657121205,0.05832054017727466,0.12588814256741365,0.35635318508476344,255.63827695636877,0.09688978230898093,0.2055353662955559
Banco Pine,62144175,202406,2024-06-01,2024,2,2024Q2,25141822769.74,20574233620.03,,9366713180.51,126812320.210001,24023353281.16,,1118469488.58,,22.478773919581716,0.8183270484585777,0.37255505562562136,0.11338022315745147,0.02908766766369464,0.39884806979306786,263.0741981985952,0.035748888213469554,0.19194318549514633
Banco Pine,62144175,202409,2024-09-01,2024,3,2024Q3,25575891454.78,20497569110.7,,9999452751.94,64348294.5499998,24407306641.69,,1168584813.09,,21.88620900108364,0.801441042512288,0.3909718169401738,0.0550651470301488,0.017264805699069186,0.29263004830154293,267.61612311493235,0.044807055553769404,0.2115851909406301
Banco Pine,62144175,202412,2024-12-01,2024,4,2024Q4,27877974362.49,22505775956.5,,9446582541.52,131436130.09,26650767048.62,,1227207313.87,,22.716597307896393,0.8072959557198557,0.33885469649582717,0.10710181450558341,0.090009879490623,0.28473061316551473,291.70421810625515,0.05016537963127288,0.24655447027954236
Banco Pine,62144175,202503,2025-03-01,2025,1,2025Q1,28194741423.89,22128736735.05,10461026721.81,,73481948.5400004,,27071077591.18,1123663832.71,11828523929.65,25.091794007368946,0.7848533314194488,,0.06539495746052452,0.01136262833451096,0.15404761850494775,295.01874472020563,-0.08437325950533603,0.040559065167403485
Banco Pine,62144175,202509,2025-09-01,2025,3,2025Q3,30771937067.21,23773277086.85,12152152196.95,,103632964.77,,29522232713.99,1249704353.22,13821203069.61,24.623373510640924,0.7725635547390469,,0.08292598525641551,0.09140696148169991,0.2239342130852282,321.98551175522493,0.11216924211756574,0.11733432693511814
