NomeBanco,CodInst,AnoMes,DataRef,Ano,Trimestre,AnoTri,"Captações 
Banco Master,33923798,202106,2021-06-01,2021,2,2021Q2,6203025875.77,232884.06,,5463448801.07,,0.0,0.0,5321062993.62,0.0,142152923.39,2531904.53,,48082847.74,255829659.82,0.0,0.0,435664567.14,0.0,534385159.24,,,7.450580596923831e-09,6739942939.54,,,7196148307.99,,,456205368.45,303912507.56,0.0
Banco Master,33923798,202109,2021-09-01,2021,3,2021Q3,7342363665.41,134950.72,,6665070264.15,,0.0,0.0,6550426483.45,0.0,114508829.98,0.0,,21628805.95,251289263.17,0.0,0.0,404375332.14,0.0,521999260.91,,,1.86264514923096e-08,7864362926.32,,,8379162043.57,,,514799117.25,272918069.12,0.0
Banco Master,33923798,202112,2021-12-01,2021,4,2021Q4,9027676899.48,888997.68,,8492300386.48,,0.0,0.0,8347771521.73,0.0,143639867.07,0.0,,0.0,265955658.99,0.0,0.0,269420854.01,0.0,679387200.44,,,0.0,9707064099.92,,,10354549564.89,,,647485464.97,265955658.99,0.0
Banco Master,33923798,202203,2022-03-01,2022,1,2022Q1,10827460217.93,194308.6,,10312913468.65,,6202849.68,0.0,10234666191.2,0.0,71850119.17,56636.54,,0.0,236194848.16,0.0,0.0,278351901.12,0.0,577148534.82,,,0.0,11404665389.29,,,12186436713.49,,,781771324.2,236194848.16,0.0
Banco Master,33923798,202206,2022-06-01,2022,2,2022Q2,12767790051.9,620025.63,,12164264528.27,,1999154.91,0.0,11940723793.8,0.0,220921553.93,3123620.74,,0.0,236769392.47,0.0,0.0,366756131.16,0.0,604145141.2,,,0.0,13375058813.84,,,14403915168.97,,,1028856355.13,236769392.47,0.0
Banco Master,33923798,202209,2022-09-01,2022,3,2022Q3,15138563176.71,751048.95,,14507412458.26,,150664863.38,0.0,14251092682.78,0.0,104903863.15,6544515.92,,0.0,203207209.37,0.0,0.0,427943509.08,0.0,573883234.66,,,0.0,15718990927.29,,,16773640425.27,,,1054649497.98,203207209.37,0.0
Banco Master,33923798,202212,2022-12-01,2022,4,2022Q4,18370606023.25,601878.46,,17674291529.07,,143767290.07,0.0,17452058245.51,0.0,77864115.03,56443279.96,,0.0,188520696.48,0.0,0.0,507793797.7,0.0,548322649.89,,,0.0,18975371953.1,,20541658008.83,,,1566286055.73,,188520696.48,
Banco Master,33923798,202303,2023-03-01,2023,1,2023Q1,20760738193.4,692622.0,,20236491410.97,,237251303.02,0.0,19584412947.7,0.0,414134538.25,145163521.84,,20093641.2,129437494.53,0.0,0.0,374715646.7,0.0,510913143.3,,,-1.11758708953857e-08,21416814858.54,,23077705673.51,,,1660890814.97,,149531135.73,
Banco Master,33923798,202306,2023-06-01,2023,2,2023Q2,24519832220.52,685933.65,,23600320308.63,,462352027.12,0.0,22712620304.42,0.0,424662043.44,100023825.42,,20822222.2,335005086.26,0.0,0.0,563684603.43,0.0,856643969.77,,,-1.11758708953857e-08,25476500015.71,,27331844219.47,,,1855344203.76,,355827308.46,
Banco Master,33923798,202309,2023-09-01,2023,3,2023Q3,27935561460.35,657122.45,,26145848423.35,,1003885858.76,0.0,24783223168.72,0.0,358082273.42,181050697.21,,21598952.09,759230470.41,0.0,0.0,1008883614.5,0.0,882870341.45,,,3.35276126861572e-08,28999482499.01,,30857830428.63,,,1858347929.62,,780829422.5,
Banco Master,33923798,202312,2023-12-01,2023,4,2023Q4,32625849243.35,3092956.86,,30449810674.16,,3156196566.95,0.0,26708891064.56,0.0,581630085.79,136414126.33,,486487421.52,764525733.48,0.0,0.0,925025414.19,0.0,996876517.2,,,0.0,33759139886.88,,36141585997.5,,,2382446110.62,,1251013155.0,
Banco Master,33923798,202403,2024-03-01,2024,1,2024Q1,37042000784.46,1268242.09,,34440053529.03,,6233982441.68,0.0,27595778253.64,0.0,609024591.62,255926781.68,,774941011.04,781394559.75,0.0,0.0,1045611684.64,0.0,1304577654.0,,,0.0,38602505220.14,,41044130512.42,,,2441625292.28,,1556335570.79,
Banco Master,33923798,202406,2024-06-01,2024,2,2024Q2,44618471351.69,948470.67,,40925464881.86,,11852993881.59,0.0,28761465318.53,0.0,310057211.07,659861440.73,,1430175202.98,583612081.77,0.0,0.0,1679219185.08,0.0,1519518841.46,,,0.0,46797851633.88,,50985792542.31,,,4187940908.43,,2013787284.75,
Banco Master,33923798,202409,2024-09-01,2024,3,2024Q3,50932398725.79,1515308.86,,46849409115.0,,16325052519.44,0.0,30080509593.02,0.0,442331693.68,775782385.46,,2036715506.87,176917328.62,0.0,12702964.62,1856653810.68,0.0,2214709730.43,,,0.0,53922890841.68,,58335367534.98,,,4412476693.3,,2213632835.49,
Banco Master,33923798,202412,2024-12-01,2024,4,2024Q4,53918212145.03,1453181.15,,49860976617.05,,18373296500.71,0.0,30874104412.81,0.0,612122522.38,1345179819.57,,2110454439.68,181741127.84,0.0,0.0,1765039960.46,0.0,3010587471.58,,,0.0,58273979436.18,,63014691768.71,,,4740712332.53,,2292195567.52,
Banco Master,33923798,202503,2025-03-01,2025,1,2025Q1,54521812915.28,2442283.03,-3.57627868652344e-07,,49667646188.77,17945779938.15,0.0,31218708139.91,0.0,500715827.68,991303349.14,1045807478.82,2168296373.46,187103938.61,0.0,0.0,2498766414.44,0.0,8516385838.3,,2355400312.07,,,65075309581.54,,,68344169943.95,,3268860362.41,,
Banco Original,92894922,201903,2019-03-01,2019,1,2019Q1,8320333696.3,,,5234400971.94,,152307764.35,,4895692345.03,0.0,186400862.56,13395929.96,,56661253.75,1297183756.22,1525164010.58,58708011.09,147717976.57,0.0,512720946.1,0.0,,497716.149999857,8846450572.36,,,10952357752.81,,,2092076474.86,2879506736.7,13830705.59
Banco Original,92894922,201906,2019-06-01,2019,2,2019Q2,9134240666.63,,,5457235586.68,,101389483.64,,5164374967.26,0.0,189126356.99,16390815.14,,58313645.72,1596652497.68,1809323157.59,44794094.33,167921684.63,0.0,667417253.56,2344778.79,,-2.08616256713867e-07,9818048735.33,,,11927771437.53,,,2096185716.83,3464289300.99,13536985.37
Banco Original,92894922,201909,2019-09-01,2019,3,2019Q3,9244787261.21,,,5384823331.52,,132178516.6,,5000362768.21,0.0,246128789.78,48442333.32,,58439745.21,1721251117.93,1626054635.3,40731791.14,413486640.11,0.0,851520218.2,6153256.93,,3.72529029846191e-08,10144749812.73,,,12266639311.06,,,2108441120.49,3405745498.44,13448377.84
Banco Original,92894922,201912,2019-12-01,2019,4,2019Q4,9831317663.29,,,5905387311.96,,134020346.2,,5383241436.42,0.0,381226486.2,18198401.28,,60902557.62,1864281379.91,1528558706.77,0.0,472187707.03,0.0,686920250.65,6899043.14,,1.26659870147705e-07,10536436315.22,,,12651228131.39,,,2096555810.76,3453742644.3,18236005.41
Banco Original,92894922,202003,2020-03-01,2020,1,2020Q1,10661937281.89,,,5458325061.06,,135544799.0,,5054542862.2,0.0,262352986.49,98955461.19,,63183137.92,1945958884.15,1669632152.22,1321935017.86,202903028.68,0.0,571941213.98,5884413.37,,-1.63912773132324e-07,11332833957.06,,,13302197896.9,,,1951859922.38,3678774174.29,17504017.46
Banco Original,92894922,202006,2020-06-01,2020,2,2020Q2,11874953215.57,6529189.41,,5342911408.6,,222776106.49,0.0,4792688471.24,0.0,320917641.46,41943013.23,,615923711.44,2120165912.77,1717187734.02,1839279995.84,173870617.38,0.0,696300078.6,,,65613835.52,12613196307.4,,,14519299513.46,,,1886355266.09,4518891193.75,19747939.97
Banco Original,92894922,202009,2020-09-01,2020,3,2020Q3,12458080127.7,4541537.34,,5441992054.34,,524973638.23,0.0,4417695647.28,0.0,494781231.49,57893397.19,,620012255.72,2351767718.3,1926877633.92,1895294686.23,163314747.31,0.0,1060863113.61,,,58821031.8799994,13576836638.5,,,15455046579.65,,,1874829795.84,4957478639.82,3380145.31
Banco Original,92894922,202012,2020-12-01,2020,4,2020Q4,12663646561.08,6105301.0,,6125466718.06,,584741667.31,0.0,4982907152.86,0.0,551712596.89,16212920.58,,544408774.61,1845076140.72,2120583040.82,1751217656.12,215427334.57,0.0,711349687.58,,,61466896.1799997,13391209169.24,,,15251866617.66,,,1857711745.13,4571534852.33,2945703.29
Banco Original,92894922,202103,2021-03-01,2021,1,2021Q1,13036792892.75,5107521.07,,5378877811.72,,833679492.7,0.0,4007454826.22,0.0,532635971.73,11352660.28,,547843600.55,2164783449.57,2205758826.39,2375669230.77,305186992.86,0.0,1046949391.58,,,58672980.8899996,14095094944.61,,,15975081889.12,,,1877801276.05,4977058857.4,2185668.46
Banco Original,92894922,202106,2021-06-01,2021,2,2021Q2,13732815944.25,3397882.95,,6197274945.77,,1093779573.52,0.0,4439664125.95,0.0,660433363.35,6262237.08,,515840587.38,2013272191.69,2522344199.25,2091236948.6,331327028.86,0.0,1255643045.03,,,61520042.7000004,14994721226.36,,,17007927664.89,,,2010440497.93,5112977021.02,2765940.6
Banco Original,92894922,202109,2021-09-01,2021,3,2021Q3,16646772030.21,2200673.34,,8949878262.47,,1090561295.75,0.0,7214889111.48,0.0,642227181.9,12773437.59,,522935202.65,2322603900.96,2196514555.03,1834493403.45,758394010.48,0.0,1586906419.84,,,61952695.1700002,18246451887.64,,,20384883107.93,,,2135081113.8,5104006353.81,3350106.49
Banco Original,92894922,202112,2021-12-01,2021,4,2021Q4,18268489777.08,3320246.01,,10197530657.24,,1116550941.54,0.0,8166123891.47,0.0,911535578.22,13517311.93,,218842143.45,2708133340.51,2046375126.14,1761568044.15,1246113565.08,0.0,1851832581.7,,,89926900.5099993,20133839670.71,,,22406742467.13,,,2266459627.63,5063277510.61,6443168.79
Banco Original,92894922,202203,2022-03-01,2022,1,2022Q1,19125856080.01,3884213.37,,11609064905.14,,1148608925.6,0.0,9599889659.59,0.0,856682106.58,37679993.74,,224561627.52,2314478827.0,1651618814.62,1499927687.68,1684467180.38,0.0,2856054089.75,,,141737037.670001,22019590163.5,,,24168961022.38,,,2149370858.88,4332396306.81,0.0
Banco Original,92894922,202206,2022-06-01,2022,2,2022Q2,20023070324.47,3138533.47,,12147368009.31,,1051708990.76,0.0,10213519481.21,0.0,879001003.87,29254594.09,,231519593.82,2496088314.92,2222841462.51,1664183929.97,1101686953.87,0.0,3657545345.3,,,159382060.069999,23709870263.86,,,25418684705.85,,,1708814441.99,5109831431.32,0.0
Banco Original,92894922,202209,2022-09-01,2022,3,2022Q3,19304006492.97,2085798.57,,12015588749.66,,709995873.88,0.0,10539513876.34,0.0,763993200.87,35779192.9,,166438483.12,2429320724.42,2306395001.38,1718940634.49,667322899.9,0.0,3704522378.8,,,-1.19209289550781e-07,23044308064.67,,,24978611775.87,,,1934303711.2,4902154208.92,0.0
Banco Original,92894922,202212,2022-12-01,2022,4,2022Q4,20720342420.25,267750.06,,13383950872.36,,666349570.54,0.0,11817725920.85,0.0,899607630.91,38333842.04,,224185265.17,2497010269.6,2287321557.29,1623289939.26,704584516.57,0.0,3104661017.07,,,5.66244125366211e-07,23863337279.36,,25410181941.19,,,1546844661.83,,5008517092.06,
Banco Original,92894922,202303,2023-03-01,2023,1,2023Q1,19890507958.73,552971.01,,11836035878.51,,397582448.3,0.0,10810016091.81,0.0,627884367.39,63415832.59,,234184833.96,2599779007.04,2218960298.5,1600588770.17,1400959170.55,0.0,3250945045.47,,,2.98023223876953e-08,23204868836.79,,24760005609.89,,,1555136773.1,,5052924139.5,
Banco Original,92894922,202306,2023-06-01,2023,2,2023Q2,18879093224.52,246106.16,,10695973454.46,,71461741.05,0.0,10071240560.74,0.0,553025046.51,194249882.99,,248815206.44,2503011036.27,2169399168.6,1555512160.17,1706382198.58,0.0,3087381089.19,,,5.36441802978516e-07,22160724196.7,,24133827958.26,,,1973103761.56,,4921225411.31,
Banco Original,92894922,202309,2023-09-01,2023,3,2023Q3,19069789597.49,749723.33,,10678979892.13,,1867346307.55,0.0,8496309521.3,0.0,314574339.95,48687889.37,,259007508.47,2680367663.76,2344795991.86,1606402181.02,1500236360.25,0.0,2960545405.03,,,-2.08616256713867e-07,22079022891.89,,23771449506.72,,,1692426614.83,,5284171164.09,
Banco Original,92894922,202312,2023-12-01,2023,4,2023Q4,19880098048.15,1023054.02,,11803924870.99,,3230246685.89,0.0,8062165092.65,0.0,510490038.43,79895055.5,,237695327.2,2981307708.54,2220905282.11,1588953791.17,1047311068.14,0.0,3460000066.59,,,2.98023223876953e-07,23419993170.24,,24668496857.76,,,1248503687.52,,5439908317.85,
Banco Original,92894922,202403,2024-03-01,2024,1,2024Q1,19157946831.69,592805.8,,10719950312.34,,2047898788.38,0.0,8060534697.38,0.0,610924020.78,178621598.79,,183645453.51,2574898217.8,2612496811.77,1601448677.96,1465507358.31,0.0,2174923540.48,,,-2.38418579101563e-07,21511491970.96,,22943242196.69,,,1431750225.73,,5371040483.08,
Banco Original,92894922,202406,2024-06-01,2024,2,2024Q2,21390648514.96,586354.13,,12041520780.17,,1286188190.04,0.0,10391020904.82,0.0,363725331.18,134260393.65,,256347369.1,1978316468.57,5050642739.99,1763820233.91,300000923.22,0.0,1651904346.03,,,3.87430191040039e-07,23176813254.64,,24638375225.65,,,1461561971.01,,7285306577.66,
Banco Original,92894922,202409,2024-09-01,2024,3,2024Q3,21706277938.49,581563.67,,12573874020.92,,560951373.5,0.0,11822877050.08,0.0,189464033.67,73133177.88,,265363805.54,1864432490.28,5304506751.58,1698100870.17,0.0,0.0,1525554510.69,,,-2.98023223876953e-08,23304965627.06,,24762349451.07,,,1457383824.01,,7434303047.4,
Banco Original,92894922,202412,2024-12-01,2024,4,2024Q4,24597277189.64,0.0,,14516098472.85,,576956208.52,0.0,13729339400.08,0.0,209802864.25,274908045.03,,209374791.77,1246555427.59,6547328589.42,2077919908.01,0.0,0.0,1796651955.65,,,-5.0663948059082e-07,26668837190.32,,28399599551.0,,,1730762360.68,,8003258808.78,
Banco Original,92894922,202503,2025-03-01,2025,1,2025Q1,25827088127.76,0.0,-451989340.000001,,15458345923.14,593120399.45,0.0,14656487096.82,0.0,208738426.87,150753029.66,1465412898.7,223450875.81,883511913.22,7255286319.9,1958482459.81,499999975.88,0.0,301016071.77,,7910259768.93,,,27744270127.89,,,28945580186.32,,1201310058.43,,
Banco Original,92894922,202506,2025-06-01,2025,2,2025Q2,27160525929.14,0.0,-219091205.999999,,16988460298.93,612843159.75,0.0,16288935313.36,0.0,86681825.82,207604271.02,1523977362.33,233257579.68,805938942.39,7266752972.13,1585207423.56,499999918.45,0.0,336633189.32,,8086858288.2,,,29228740751.81,,,30583907472.57,,1355166720.76,,
Banco Original,92894922,202509,2025-09-01,2025,3,2025Q3,29988026843.33,0.0,-251002705.0,,19226410439.45,872293732.27,0.0,18236403311.57,0.0,117713395.61,247715892.43,1588066463.22,253371271.86,786483461.05,8351387157.35,1621377218.62,0.0,0.0,290487583.98,,9140239185.26,,,32114296782.96,,,33578473409.41,,1464176626.45,,
Banco Pine,62144175,201903,2019-03-01,2019,1,2019Q1,7126092642.59,,,6029476670.74,,93337906.92,,5836434359.26,0.0,99704404.56,1380353467.4,,29140650.08,278418340.02,150504918.45,290969286.51,347582776.79,0.0,195624395.8,0.0,,4.4703483581543e-08,8702070505.79,,,9556932204.64,,,830161674.57,458063908.55,24700024.28
Banco Pine,62144175,201906,2019-06-01,2019,2,2019Q2,7164816637.52,,,6134633098.42,,85500953.27,,5956742699.5,0.0,92389445.65,1775973783.01,,23384587.31,146071792.94,150414475.67,284387971.09,425924712.09,0.0,599860390.19,0.0,,3.35276126861572e-08,9540650810.72,,,10368990624.67,,,807638055.35,319870855.92,20701758.6
Banco Pine,62144175,201909,2019-09-01,2019,3,2019Q3,6829926341.85,,,5698440009.68,,75921761.48,,5500435346.97,0.0,122082901.23,1921485276.7,,19908748.13,291981400.94,199312291.26,202583521.04,417700370.8,0.0,614366199.95,0.0,,-3.7252902984619103e-09,9365777818.5,,,10187895830.32,,,782843724.02,511202440.33,39274287.8
Banco Pine,62144175,201912,2019-12-01,2019,4,2019Q4,6942013495.14,,,5894614411.95,,67048557.21,,5737289028.25,0.0,90276826.49,2044068525.3,,10852890.05,260878257.1,262645199.82,167628946.58,345393789.64,0.0,411616589.13,0.0,,1.11758708953857e-08,9397698609.57,,,10272648572.58,,,841055784.13,534376346.97,33894178.88
Banco Pine,62144175,202003,2020-03-01,2020,1,2020Q1,8056566589.4,,,6312266939.19,,127274604.56,,6082580517.65,0.0,102411816.98,2030283170.81,,10853774.89,95205025.93,317053774.04,200609378.3,1120577697.05,0.0,428278565.71,0.0,,-1.49011611938477e-08,10515128325.92,,,11387931613.3,,,841823524.35,423112574.86,30979763.03
Banco Pine,62144175,202006,2020-06-01,2020,2,2020Q2,8205674505.81,0.0,,6322121099.03,,221115281.93,0.0,5963096009.81,0.0,137909807.29,2294963674.28,,281608842.17,93223386.8,239377341.94,141853457.16,1127490378.71,0.0,522435217.15,,,-5.96046447753906e-08,11023073397.24,,,11896875244.55,,,845021742.27,614209570.91,28780105.04
Banco Pine,62144175,202009,2020-09-01,2020,3,2020Q3,8829502571.73,0.0,,6257819936.37,,196693686.34,0.0,5878969186.95,0.0,182157063.08,2151707016.83,,282574875.04,119709089.93,299668385.48,125996372.59,1743733912.32,0.0,441113313.49,,,-5.96046447753906e-08,11422322902.05,,,12259189560.58,,,814690922.45,701952350.45,22175736.08
Banco Pine,62144175,202012,2020-12-01,2020,4,2020Q4,9986630220.33,0.0,,7342742393.41,,531993460.69,0.0,6641384723.91,0.0,169364208.81,2434429515.48,,59711178.52,174717476.17,300746321.2,97977950.78,2010734900.25,0.0,562246640.49,,,3.72529029846191e-08,12983306376.3,,,13796149632.5,,,792694138.13,535174975.89,20149118.07
Banco Pine,62144175,202103,2021-03-01,2021,1,2021Q1,11166010625.65,0.0,,7704764966.76,,558321078.23,0.0,6977835595.53,0.0,168608293.0,1984838750.82,,60377076.82,177399829.03,340490361.08,114908955.76,2768069436.2,0.0,517669103.82,,,-7.450580596923831e-09,13668518480.29,,,14437300588.94,,,750053605.82,578267266.93,18728502.83
Banco Pine,62144175,202106,2021-06-01,2021,2,2021Q2,11218856709.17,0.0,,7392726375.8,,557633558.12,0.0,6616723421.67,0.0,218369396.01,2102375250.56,,61215333.27,224175305.63,403105866.39,83597606.34,3054036221.74,0.0,674339283.88,,,-2.23517417907715e-08,13995571243.61,,,14786635445.06,,,775076762.88,688496505.29,15987438.57
Banco Pine,62144175,202109,2021-09-01,2021,3,2021Q3,11764424240.22,0.0,,7106374143.49,,538970603.96,0.0,6424293072.25,0.0,143110467.28,1751394908.39,,62313579.31,297598889.4,375698411.94,63605356.22,3858833859.86,0.0,494255095.76,,,0.0,14010074244.37,,,14794875429.31,,,771252934.42,735610880.65,13548250.52
Banco Pine,62144175,202112,2021-12-01,2021,4,2021Q4,12338190262.14,0.0,,7211081465.76,,532245766.69,0.0,6483457715.42,0.0,195377983.65,1792180968.23,,6434847.7,320217141.85,262497498.32,52943733.35,4485015575.16,0.0,456991537.31,,,-1.21071934700012e-08,14587362767.68,,,15378379890.46,,,779132588.78,589149487.87,11884534.0
Banco Pine,62144175,202203,2022-03-01,2022,1,2022Q1,12008473190.0,0.0,,7205197900.36,,528499116.5,0.0,6533985973.83,0.0,142712810.03,1916857196.01,,0.0,351269751.45,281215241.71,45361094.82,4125429201.66,0.0,431535506.82,,,0.0,14356865892.83,,,15187274941.22,,,830409048.39,632484993.16,0.0
Banco Pine,62144175,202206,2022-06-01,2022,2,2022Q2,11558082407.19,0.0,,7274267746.55,,480635556.78,0.0,6637829833.89,0.0,155802355.88,1816026778.82,,0.0,323231935.62,262776635.79,31674888.42,3666131200.81,0.0,468716370.32,,,-2.98023223876953e-08,13842825556.33,,,14687093904.03,,,844268347.7,586008571.41,0.0
Banco Pine,62144175,202209,2022-09-01,2022,3,2022Q3,11963954906.97,0.0,,7685060644.12,,417084190.53,0.0,7111207890.49,0.0,156768563.1,1780772425.25,,0.0,316378055.76,365781705.01,47506758.5,3549227743.58,0.0,534838008.39,,,0.0,14279565340.61,,,15137172575.67,,,857607235.059999,682159760.77,0.0
Banco Pine,62144175,202212,2022-12-01,2022,4,2022Q4,13193122750.3,0.0,,8113755937.17,,52507340.53,0.0,7905269785.03,0.0,155978811.61,1708185573.31,,0.0,298189666.9,818742937.6,18940236.88,3943493971.75,0.0,582918727.96,,,0.0,15484227051.57,,16353205852.31,,,868978800.74,,1116932604.5,
Banco Pine,62144175,202303,2023-03-01,2023,1,2023Q1,14683706740.52,0.0,,8520459556.86,,290834191.8,0.0,8085091198.99,0.0,144534166.07,1844250344.77,,420714176.29,1006371491.03,967466255.06,17632493.2,3751062768.08,0.0,588687468.96,,,1.78813934326172e-07,17116644554.25,,18012400521.11,,,895755966.86,,2394551922.38,
Banco Pine,62144175,202306,2023-06-01,2023,2,2023Q2,14311436457.69,0.0,,8739157198.51,,300153888.0,0.0,8283967859.69,0.0,155035450.82,2073765668.54,,675180654.01,1397044627.27,827538285.32,5590700.91,2666924991.67,0.0,649673162.26,,,-1.19209289550781e-07,17034875288.49,,17973233342.96,,,938358054.47,,2899763566.6,
Banco Pine,62144175,202309,2023-09-01,2023,3,2023Q3,16035262344.86,0.0,,9667500648.01,,940670708.0,0.0,8559271496.93,0.0,167558443.08,2051453829.83,,699552506.49,1382543009.5,800947932.32,16044397.27,3468673851.27,0.0,734707773.99,,,-1.19209289550781e-07,18821423948.68,,19785932942.21,,,964508993.53,,2883043448.31,
Banco Pine,62144175,202312,2023-12-01,2023,4,2023Q4,16775352335.81,0.0,,9622088720.71,,658792058.16,0.0,8872413021.91,0.0,90883640.64,2192522497.26,,726894405.52,1459153495.48,910357506.38,9860610.23,4046997597.49,0.0,1747116423.52,,,1.19209289550781e-07,20714991256.59,,21699470750.37,,,984479493.78,,3096405407.38,
Banco Pine,62144175,202403,2024-03-01,2024,1,2024Q1,19243671566.85,0.0,,11397748560.86,,1178094411.82,0.0,10125938655.69,0.0,93715493.35,2164236896.54,,746741254.89,1184003759.75,876812306.58,76640307.37,4961725377.4,0.0,1943402856.82,,,-2.38418579101563e-07,23351311320.21,,24431176817.83,,,1079865497.62,,2807557321.22,
Banco Pine,62144175,202406,2024-06-01,2024,2,2024Q2,20574233620.03,0.0,,13620407986.09,,888948365.23,0.0,12647874828.53,0.0,83584792.33,2167501060.88,,776666914.56,941142062.97,524933469.13,358854841.59,4352228345.69,0.0,1281618600.25,,,-1.19209289550781e-07,24023353281.16,,25141822769.74,,,1118469488.58,,2242742446.66,
Banco Pine,62144175,202409,2024-09-01,2024,3,2024Q3,20497569110.7,0.0,,14294548738.83,,1099804150.16,0.0,13091947125.17,0.0,102797463.5,2106675429.31,,858355457.83,845944475.39,413196370.48,201754822.24,3883769245.93,0.0,1803062101.68,,,-1.19209289550781e-07,24407306641.69,,25575891454.78,,,1168584813.09,,2117496303.7,
Banco Pine,62144175,202412,2024-12-01,2024,4,2024Q4,22505775956.5,0.0,,15096613803.04,,895528306.56,0.0,14086824825.83,0.0,114260670.65,2076741212.88,,990015653.39,897533119.21,478183626.0,57312354.65,4986117400.21,0.0,2068249879.24,,,-1.19209289550781e-07,26650767048.62,,27877974362.49,,,1227207313.87,,2365732398.6,
Banco Pine,62144175,202503,2025-03-01,2025,1,2025Q1,22128736735.05,0.0,0.0,,14753802271.62,1003273281.12,0.0,13659839562.3,0.0,90689428.2,2071569366.15,602696330.23,970159947.03,881408743.95,645838822.2,150177448.43,4727349501.82,0.0,2268075159.75,,2497407513.18,,,27071077591.18,,,28194741423.89,,1123663832.71,,
Banco Pine,62144175,202509,2025-09-01,2025,3,2025Q3,23773277086.85,0.0,5.96046447753906e-07,,15117615590.13,767099534.91,0.0,14278796921.84,0.0,71719133.38,2233997651.26,700761998.92,2364943324.43,855896764.13,1200225976.78,154644862.98,4079950568.4,0.0,2814195976.96,,4421066065.34,,,29522232713.99,,,30771937067.21,,1249704353.22,,
